sentiment,tokens
0,"['myspace', 'stop', 'work', 'going', 'function', 'myspace']"
0,['want']
0,"['instant', 'message', 'sore', 'right']"
0,"['rushdie', 'guess']"
0,"['hell', 'picture']"
0,"['summer', 'plan', 'june', 'work', 'july', 'break', 'hoe', 'august', 'likely', 'june']"
0,"['emotion', 'donot', 'know', 'feel', 'anymore', 'blpffftgrr']"
0,"['appreciate', 'good', 'language', 'anymore']"
0,"['hair', 'short', 'hair', 'cut']"
0,"['cousin', 'home', 'dinner', 'uncle', 'house', 'zoom', 'hour', 'past']"
0,"['work', 'feel', 'like', 'crap']"
0,"['home', 'spend', 'hour', 'daddy', 'love', 'miss', 'boo']"
0,"['yeah', 'jealous', 'gt;&lt', 'havenot', 'good', 'snogg', 'long']"
0,"['lunch', 'break', 'waste', 'leave', 'refresh']"
0,"['frustrated', 'people', 'donot', 'price', 'web', 'ready', 'send', 'email', 'quote', 'obligation']"
0,"['wish', 'listen', 'dame', 'today--', 'alas', 'websense', 'blocking', 'forgot', 'flash', 'drive']"
0,"['mobile', 'insurance', 'sure', 'cover', 'idiot']"
0,['troublesleeping']
0,"['night', 'night', 'probs', 'sleep', 'finace', 'holiday', 'soooo', 'hot']"
0,"['upset', 'memory', 'card', 'phone', 'got', 'steal', 'today', 'picture', 'video', 'evelyn', 'idiot']"
0,"['wish', 'stuck', 'studying', 'home', 'boo', 'school']"
0,"['safina', 'quot;presiunea', 'fost', 'prea', 'mare', 'new', 'reuşit', 'fac', 'faţă&quot']"
0,['yikes']
0,"['completely', 'destroy', 'foot', 'sooo', 'pain']"
0,"['year?haha', 'donot', 'think']"
0,"['chesss', 'corrige', 'profe', 'lvm', 'con', 'raid']"
0,"['look', 'soooo', 'nice', 'instead', 'inside', 'revise', 'math']"
0,"['yeah', 'think']"
0,"['read', 'comment', 'video', 'mean', 'blow', 'away', 'hateful', 'obviously', 'sick']"
0,"['furnace', 'june', 'sigh', 'cold', 'cold', 'come', 'emofest', 'complete']"
0,"['feel', 'horrible', 'cancel', 'plan', 'beautiful', 'sunday', 'afternoon']"
0,"['couldnot', 'mocha', ""'coz"", 'server', 'responding', 'correctly', 'check', 'issue', 'want', 'pantry', 'chai']"
0,"['timee', 'leaver', 'form', 'sign', 'actually', 'leave']"
0,"['ughh', 'donot', 'feel', 'like', 'work']"
0,"['missing', 'laugh']"
0,"['frakking', 'star', 'trek', 'movie', 'india']"
0,"['study', 'vanavond', 'vergadere', 'carita']"
0,"['new', 'work', 'day', 'tired', 'donot', 'want', 'work', 'today']"
0,"['math', 'revision', 'minus']"
0,['ouch']
0,"['need', 'content', 'web', 'log', 'hit', 'natural', 'hope', 'donot', 'mind', 'hug', 'kiss']"
0,"['downtown', 'suck', 'd**k', 'hopefully', 'late']"
0,"['urgh', '.......', 'flying', 'sunny', 'scotland', 'borde', 'school', 'suck']"
0,"['work', 'mysterious', 'steam', 'error', 'message', 'quot;this', 'game', 'available', 'right', 'now&quot']"
0,"['bondi', 'okay', 'sure', 'sonny', 'house']"
0,"['yeah', 'cla', 'yeah', 'trying', 'come', 'concept', 'product', 'happen']"
0,"['stop', 'exclude']"
0,"['regularly', 'remind', 'people', 'serve', 'need', 'deaf', 'blind', 'discriminating', 'area']"
0,"['think', 'need', 'tooth', 'pull', 'need', 'brace']"
0,"['love', 'head', 'spn', 'con', 'donot', 'want']"
0,"['shop', 'new', 'dress', 'engagement', 'party', 'new', 'booky', 'wook', 'russel', 'brand']"
0,"['find', 'friend', 'use', 'facebook', 'sooooo', 'week', 'work', 'block', 'access']"
0,"['delay', 'inevitable', 'work', 'sunday']"
0,"['stick', 'outside', 'cambridge', 'weekend', 'supporting', 'customer', 'family', 'having', 'day']"
0,"['stick', 'relay', 'life', 'long', 'sad', 'miss', 'thoug']"
0,"['bad', 'feel', 'like', 'unleash', 'megafemale', 'dog', 'pretty', 'soon']"
0,"['hate', 'buying', 'ugly', 'shoe']"
0,"['actually', 'havnot']"
0,"['cry', 'sob', 'random', 'gay', 'romance', 'story', 'net', 'feel', 'silly']"
0,"['nope', 'nowt']"
0,"['barely', 'talk', 'wouldnot', 'know']"
0,"['finish', 'quick', 'break', 'roo', 'hyper', 'cold', 'med', 'mean', 'decent', 'sleep', 'tonight', 'bed', 'time', 'laughing', 'loud']"
0,"['think', 'negative', 'outnumber', 'positive']"
0,"['throat', 'hurt', 'today', 'pop', 'vicodin', 'doctor']"
0,"['silly', 'girl', 'day', 'till', 'bubba', 'birthday', 'party', 'near', 'ready']"
0,"['deborah', 'cox', 'amazing', 'live', 'donot', 'want', 'pride', 'lt;*tiffany']"
0,"['revise', 'english', 'final']"
0,"['hair', 'clip', 'cost', 'day', 'worth', 'shopping', 'different', 'mall']"
0,"['ewww', 'completely', 'forget', 'dry', 'orange', 'juice', 'gla', 'add', 'redbull', 'float']"
0,"['yes', 'ice', 'cream', 'laughing', 'loud', 'good', 'night', 'sorry', 'suuch', 'bad', 'day', 'work']"
0,"['lie', 'sorry']"
0,"['scratch', 'imax']"
0,"['progress', 'weekend', '.....']"
0,"['man', 'mail', 'chat', 'disable', 'office', 'department', 'productivity', 'doesnot', 'think']"
0,"['sympathy', 'tscc', 'got', 'chuck', 'castle', 'ted', 'scrubs', 'amp', 'dollhouse', 'spoiler']"
0,"['doctor', 'need', 'hell', 'face']"
0,"['tired', 'sad']"
0,"['mafia', 'war', 'addictive']"
0,"['instant', 'message', 'sad', 'feeler', 'hurt', 'feel', 'like', 'sh*t']"
0,"['try', 'come', 'good', 'story', 'stupid', 'english', 'sac']"
0,"['hurt', 'real', 'hard', 'farewell', 'idol']"
0,"['starting', 'stress', 'exam']"
0,"['laugh', 'loud', 'late', 'laugh', 'loud']"
0,"['doesnot', 'sound', 'nice']"
0,"['ugh', 'neeeeee', 'seimone', 'come', 'pray']"
0,"['stupid', 'bee', 'shed', 'protect', 'bike', 'grrrr']"
0,['sadly']
0,"['work', 'dumb', 'desk', 'stuff', '....', 'instant', 'message', 'bored']"
0,"['wake', 'good', 'nap', 'migrain', 'nap']"
0,"['sad', 'happy', 'feel', 'bad']"
0,['clean']
0,"['mida', 'guy', 'find', 'problem', 'car', 'day', 'f**k', 'pinty']"
0,"['aaahh', 'headache']"
0,"['love', 'bed']"
0,"['sit', 'cla', 'die', 'heat', 'amp', 'boredom', 'want', 'f**k', 'save']"
0,['yeah']
0,"['famliy', 'going', 'homee', 'sister', 'hore', 'riding', 'going', 'boring', 'day']"
0,"['ugh', 'instant', 'message', 'tie', 'weekend', 'instant', 'message', 'babysitting', 'dmb', 'fenway', 'tonight', 'instant', 'message', 'work', 'boo']"
0,"['thomas', 'amp', 'original', 'character', 'weekend', 'circ**stance', 'like']"
0,"['miss', 'long', 'happiness', 'wish', 'weekend', 'end', 'like', 'use']"
0,"['ill', 'life']"
0,"['saturday', 'day', 'rest', 'work', 'afternoon']"
0,"['shower', 'hair', 'clean']"
0,"['feel', 'pain', 'war', 'literature', 'byron', 'exam', 'monday', 'wed', 'fail']"
0,"['hurrah', 'week']"
0,"['havenot', 'feelin', 'tweetlove', 'tweep', 'today', 'today', 'fail', '....']"
0,"['hey', 'girl', 'apologize', 'making', 'feel', 'bad', 'uncle', 'let', 'detail', 'usual', 'gratuation']"
0,"['storm', 'tornado', 'weird', 'want', 'day']"
0,"['sam', 'broadcaster', 'die']"
0,"['donot', 'cry', 'wrong']"
0,"['work', 'shatter', 'working', 'sat', 'suck']"
0,"['young', 'man', 'need', 'trim', 'pubic', 'hair', 'look', 'like', 'toddler', 'penis', 'wild', 'scary', 'somethin', 'jump']"
0,"['excited', 'dorm', 'stuff', 'early', 'price', 'jack', 'wish', 'microwave']"
0,"['offf', 'work', 'boooo']"
0,"['sir', 'laughing', 'bear', 'cali', 'leave']"
0,"['ikea', 'busy']"
0,"['miss', 'hollinger', 'miss', 'callin', 'husband']"
0,"['warm', 'outside', 'sister']"
0,"['application', 'loader', 'taking', 'long', 'connect', 'device']"
0,"['life', 'series', 'disappointment', 'shouldnot', 'come', 'surprise']"
0,"['fair', 'lose', 'sandwich', 'twittermovie', 'mentally', 'ill', 'millionaire', 'cross', 'dress', 'like', 'bat']"
0,"['grr', 'slight', 'headache', 'amp', 'stressing', 'needing', 'finish', 'defensive', 'driving', 'today', 'sleep']"
0,"['hate', 'accouting', 'believe', 'bad', 'exam', 'f**k', 'life']"
0,"['darn', 'work', 'feelin', 'sick', 'takin', 'sh*t', 'load', 'med', 'night', 'god', 'today', 'good', 'day', 'sick']"
0,"['try', 'happen', 'tum']"
0,"['hurtful', 'mood']"
0,['cold']
0,"['wonderful', 'morning', '....', 'oversleeping', 'good']"
0,"['hug', 'donot']"
0,"['kick', 'band', 'guitar', 'hero', 'world', 'tour', 'mad', 'need', 'new', 'drummer', 'laughing', 'loud']"
0,"['ugh', 'stay', 'hommee', 'hat', 'ecleaninggg']"
0,"['studying', 'boring', 'work', 'want', 'watch', 'movie']"
0,['suck']
0,"['aww', 'want', 'mall', 'h&amp;m']"
0,"['demi', 'toronto', 'visit', 'jasmine?where', 'going', 'want', 'meet', 'bad', 'mall']"
0,"['crappy', 'chinese', 'tuition', 'bit', 'bleh']"
0,"['dog', 'skip', 'sad', 'movie', 'tear']"
0,"['pool', 'med', 'wait']"
0,"['need', 'london', 'hurry', 'summer', 'holiday']"
0,"['forget', 'weigh', 'high', 'weight']"
0,"['ipod', 'touch', 'operating', 'system', 'let', 'sync', 'google', 'calendar', 'swear', 'read']"
0,"['ahh', 'want', 'australia']"
0,"['haha', 'head', 'donot', 'think']"
0,"['math', 'workbook', 'watch', 'youtube', 'day', 'summer']"
0,"['feel', 'nose', 'plugg', 'noo', 'donot', 'want', 'wake', 'stuffy', 'nose']"
0,"['good', 'mate']"
0,"['sian', 'beloo', 'dear', 'cat', 'kaki', 'dia', 'terbakar']"
0,"['cable', 'internet', 'building', 'joyous']"
0,['today']
0,"['twitter', 'army', 'house', 'need', 'sexy', 'wisdom']"
0,"['difficult', 'decision', 'regime', 'ruthless', 'amp', 'demo', 'amp', 'new', 'vote', 'arrest', 'amp', 'blood']"
0,"['wow', 'french', 'oral', 'report', 'errrrrr', 'porte', 'des', 'lunette', 'des', 'solile', 'instant', 'message', 'wear', 'sungla**e', 'wow', 'instant', 'message', 'fail']"
0,"['happy', 'mother', 'day', 'ugh', 'sick', 'school', 'watch', 'e!news', 'kardashian', 'dreamgirl']"
0,"['lose', 'bet', 'work', 'new', 'guy', 'gay', 'darn', 'jaded', 'gaydar']"
0,"['need', 'new', 'orange', 'box', 'xbox', 'old']"
0,"['argh', 'look', 'like', 'time', 'leica', 'union', 'miss', 'noctilux', 'auction', 'day', 'til', 'time']"
0,"['love', 'senile', 'die', 'venereal', 'infection', 'lovely', 'face']"
0,"['james', 'love', 'going', 'friend', 'hookah', 'birthday', 'party', 'maybe', 'stop', 'little', 'later']"
0,"['reese', 'animal', 'shelter', 'today', 'smart', 'choice', 'future', 'like']"
0,"['crazy', 'f**king', 'night']"
0,['cleaning']
0,"['work', 'soooo', 'tired-']"
0,"['hey', 'want', 'watch', 'concert', ',but', 'ticket', 'available', 'anymore']"
0,"[""n'aww"", 'commentator', 'douchey', 'remember', 'replacment', 'bbc', 'general']"
0,"['lunch', 'going', 'poop', 'today', 'bad', 'lunch', 'day']"
0,"['need', 'coffee', 'homework', 'boooo']"
0,"['look', 'forward', 'school', 'tomorow']"
0,"['feel', 'sleepy', 'dont', 'feel', 'like']"
0,"['colddd', 'beach', 'weather']"
0,"['history', 'homework', 'arse', 'weekend', 'geography']"
0,"['lost', 'help', 'find', 'good', 'home']"
0,"['unfortunately', 'trailer', 'require', 'drag', 'monstrous', 'thing', 'require', 'garage', 'space']"
0,"['okay', 'love', 'watch', 'new', 'video', 'region', 'australia', 'fix', 'soon']"
0,"['hahaha', '..........', 'bored', '........']"
0,"['reason', 'poor', 'baby']"
0,"['tutor', 'poor', 'kid']"
0,"['lost', 'help', 'find', 'good', 'home']"
0,"['horriblee', 'bahah']"
0,"['cool', 'aug', 'miss', 'day']"
0,"['want', 'new', 'iphone']"
0,"['cry', 'like', 'big', 'baby', 'watching', 'end', 'sad', 'like', 'finish', 'good', 'bahhhhh']"
0,"['darnit', 'play', 'bingo', 'crazy', 'marathon', 'couldnot', 'play']"
0,"['die', '......', 'come', 'feel', 'healthy', 'yesterday']"
0,"['sorry', 'kind', 'following', 'wrong', 'person', 'blogger', 'moderator']"
0,"['sister', 'leave', 'brother', 'leaving', 'feel']"
0,"['sad', 'drink', 'laughing', 'loud', 'night']"
0,"['write', 'song', 'entitle', 'getting']"
0,"['ichat', 'boo', 'miss']"
0,"['awww', 'poor', 'angi', 'yeah', 'higly', 'werid', 'fault', 'shake', 'fist']"
0,"['wine', 'love', 'fly', 'apartment', 'argh']"
0,"['head', 'ther', 'cousin', 'getting', 'marry', 'sooo', 'need', 'early', 'tech', 'bed-', 'sleep']"
0,"['awww', 'shame', 'live', 'portland', 'rain', 'time', 'like', 'month', 'miss']"
0,"['doctor', 'grover', 'fever']"
0,"['sleep', 'josh', 'house', 'insist', 'watching', 'legend', 'work', 'yuck', 'money', 'yay']"
0,"['miss', 'fail']"
0,"['havenot', 'read', 'applegeeks', 'long', 'sorry']"
0,"['want', 'stay']"
0,"['donot', 'think', 'area', 'know', 'austin', 'sxsw']"
0,"['maven', 'great', 'maven', 'ninja', 'help', 'trouble', ';-)', 'require', 'deep', 'expertise']"
0,"['yeah', 'didnot', 'like', 'suppose', 'hannah', 'miley', 'thing', 'didnot', 'like']"
0,"['ready', 'work']"
0,"['donot', 'know', 'feel', 'sooo', 'sad']"
0,"['damm', 'hot', 'outside', 'need', 'stick', 'work']"
0,"['ma**age', 'great', 'spill', 'coke', 'desk', 'lame', 'watch', 'simpson', 'finish', 'hill', 'dvd']"
0,"['leno', 'tonight']"
0,"['pierce', 'ear']"
0,['july']
0,"['net', 'pipe', 'jiaxing', 'big', 'thumb']"
0,"['end', 'feel', 'poorly', 'late', 'night', 'school', 'morning']"
0,"['gloomy', 'day', 'good', 'thing', 'sleeping']"
0,"['word', 'f**ke', 'man', 'like', 'freakin', 'curse']"
0,"['having', 'red', 'eye']"
0,"['xbox', 'break', 'month', 'warranty', 'place', 'sad']"
0,"['find', 'electric', 'house', 'day', 'storm', 'kittez', 'okay', 'lose', 'food']"
0,"['ontd', 'isnot', 'trend', 'topic', 'list', 'anymore']"
0,"['lady', 'gogo', 'tonight', 'kind', 'sad', 'got', 'dress', 'look', 'pretty', 'awesome', 'local', 'watering', 'hole', 'boring']"
0,"['think', 'happen', 'know', 'getting', 'early', 'good', 'true']"
0,"['thanks', 'cheer', 'lack', 'butterfly', 'problem', 'bad', 'realise']"
0,"['meet', 'chris', 'quot;lunch&quot', 'stupid', 'wednesday']"
0,"['find', 'link', 'work']"
0,"['day', 'work', 'today', 'hate', 'working', 'kitchen', 'summer']"
0,"['talk', 'person', 'generous', 'face']"
0,"['uhm', 'figure', '*slow']"
0,"['going', 'miss', 'oodle', 'monday', 'understand', 'sit', 'floor', 'cry']"
0,"['stay', 'bro', 'night', 'lonely', 'bored', 'going', 'okay', 'dad']"
0,"['happen', 'gunna', 'push']"
0,"['worthless', 'person', 'love', 'love', 'way']"
0,"['thank', 'bad', 'bad', 'cold', 'hayfever', 'bad']"
0,"['wrost', 'day', 'drop', 'iphone', 'sea', 'everythe', 'darn']"
0,[]
0,"['miss', 'baby']"
0,"['crap', 'bus', 'college', 'want', 'coach']"
0,"['pretty', 'sure', 'mum', 'book', 'dentist', 'appointment', 'friday', 'thing', 'secret', 'tell', 'hour']"
0,"['pearl', 'oxegen', 'artist']"
0,"['able', 'vote', 'reason', 'hope', 'fix', 'soon']"
0,"['summer', 'time', 'wake', 'shot', 'today']"
0,"['shower', 'sleep', 'tweet', 'lot', 'today', 'sorry']"
0,"['sorry', 'new', 'twitter']"
0,['clean']
0,"['sigh', 'luca', 'toni', 'brutal', 'onyewu', 'going', 'foot', 'minute', 'poor', 'howard']"
0,"['idea', 'people', 'trying', 'tell']"
0,"['oooh', 'forgot', 'work', 'today', 'sorry', 'didnot', 'pick', 'middle', 'lunch']"
0,"['actually', 'bored', 'house', 'hunting', 'house', 'day', 'long', 'donot', 'want', 'night']"
0,"['tuesday', 'eat', 'cla**e', 'suspend', 'hear', 'ust', 'suspend', 'theirs']"
0,"['croissant', 'bread', 'roll', 'bacon', 'egg', 'sausage']"
0,"['bored', 'lunch', 'time']"
0,"['wow', 'wait', 'night', 'mtv', 'award']"
0,"['yesss', 'f**k', 'need', 'jobssss']"
0,"['guarantee', 'godaddy', 'number', 'actually', 'connect', 'phone', 'turn']"
0,[]
0,"['yesterday', 'iphone', 'crash', 'upgrd', 'lose', 'music', 'vid', 'bks.still', 'work', 'getting', 'preupgrade', 'shape']"
0,"['erm', 'end', 'nintendo', 'conference', 'think', 'watch', 'throw', 'away', 'competitive', 'advantage']"
0,"['think', 'night', 'wait', 'maybe', 'read', 'wrong']"
0,['day']
0,"['know', 'install', 'lot', 'work']"
0,"['shisha', 'nice', 'job', 'syarif', 'heheheheh', 'syarif', 'new', 'laptop', 'laugh', 'loud', 'budak', 'poly']"
0,"['far', 'know', 'online', 'send', 'challenge', 'name.com', 'work']"
0,"['word', 'eipc', 'fail']"
0,"['babysitte', 'baby', 'asleep', 'fun']"
0,"['likey', 'boonen', 'depressed', 'hopefully', 'appeal']"
0,['home']
0,"['instant', 'message', 'feel', 'miss', 'school', 'like', 'hour', 'sleep', 'today', 'going', 'good', 'noooooooooot']"
0,"['hope', 'feel']"
0,"['weather', 'totally', 'gloomsday', 'good', 'donot', 'mention']"
0,"['time', 'outside', 'pour', 'rain', 'howl', 'wind', 'weekly', 'shop']"
0,"['sort', 'holiday', 'today', 'oh.o', 'delongeday', 'present', 'tree', 'costume', 'sadface']"
0,"['help', 'cousin', 'college', 'algebra']"
0,"['stop', 'listening', 'live', 'version', 'iro', 'bot', 'coheed', 'cambria', 'halp']"
0,"['royal', 'college', 'obstetrician', 'gynaecologist', 'turn', 'mother', 'law']"
0,"['personally', 'bad', 'sorry']"
0,"['unsure', 'ha**le', 'music']"
0,['work']
0,"['ghostbusters', 'fun', 'funny', 'lack', 'save', 'anytime', 'feature', 'big']"
0,"['broken', 'snow', 'globe']"
0,"['ahead', 'bole', 'pke', 'duluw', 'sampe', 'senin', 'hole', 'menyesal', 'thinking', 'gtu', 'peelingnya', 'nanti2', 'aja', 'bsk', 'saya', 'ada', 'acara', 'dokter']"
0,['tweet']
0,"['cannott', 'wait', 'dito', 'tonight', 'sad', 'cancel', 'series']"
0,"['havee', 'find', 'hannah', 'montana', 'moviee', 'thee', 'want', 'thee', 'premiere', 'thoo', 'laugh', 'loud']"
0,"['watch', 'twilight', 'cabin', 'kayte', 'dog', 'fight', 'gt;.&lt', 'hurt']"
0,"['brittany', 'knopp', 'open', 'house', 'got', 'eat', 'mosquito']"
0,"['bed', 'work']"
0,"['want', 'great', 'site', 'lot', 'info', 'find', 'answer']"
0,"['sorry', 'dallas']"
0,"['try', 'feel', 'special']"
0,"['morning', 'omg', 'confussed', 'morning', 'kid', 'split']"
0,"['morning', 'look', 'bright', 'sunny', 'dunno', 'long', 'lycra', 'dance', 'sound', 'good', 'laugh', 'loud']"
0,"['sore', 'quick', 'grandma', 'house', 'later', 'today']"
0,"['nope', 'hasnot', 'open', 'dallas', 'hearing', 'good', 'thing']"
0,"['work', 'zero', 'sleep', 'night', 'wait', 'finish', 'homework', 'head', 'cla']"
0,"['phone', 'spenser', 'need', 'bad', 'feel', 'bad', 'night', 'idiot', 'female', 'dog', 'ugh']"
0,"['people', 'ufo', 'responsible']"
0,"['want', 'good', 'friend']"
0,['miss']
0,"['argh', 'miss', 'fun', 'guy', 'try', 'productive', 'today']"
0,['bed']
0,"['sit', 'drive', '.....', 'house', 'west', 'facing', 'sun']"
0,"['revise', 'level']"
0,"['feelking', 'nervous', 'anxious', 'shake', 'reason', 'instant', 'message', 'good', 'mood', 'otherwise!xxx']"
0,"['actually', 'cry']"
0,"['fine', 'donot', 'belive', 'strop', 'try', 'history', 'coursework']"
0,"['bed', 'stomach', 'want', 'run', 'mickey', 'wait', 'till', 'morning', 'night', 'twitz', 'family']"
0,"['trying', 'relax', 'wonder', 'figure', 'ball', 'lip', 'ring']"
0,"['work', 'blah', 'fun', 'miss', 'weekend']"
0,"['retweet', 'today', 'isnot', 'look', 'houston', 'sorry']"
0,"['weather', 'dark', 'thunder', 'lighting', 'instant', 'message', 'sit', 'touch', 'case', 'black']"
0,"['tummy', 'hurt']"
0,"['loser', 'thank', 'lose', 'game', 'lostthegame']"
0,"['freak', 'reply', 'laughing', 'loud', 'love', 'know']"
0,"['f**king', 'sh*t', 'man']"
0,"['need', 'practice', 'poker', 'skill', 'work']"
0,"['awwh', 'hope', 'feel', 'soon', 'lot', 'rest']"
0,"['need', 'cleanup', 'lot']"
0,"['donot', 'know', 'slang', 'uncool']"
0,"['play', 'employee', 'f**k', 'rthe', 'day', 'home', 'play', 'supermom', 'home', 'late']"
0,"['ding*de', 'round', 'hair', '....', 'hair', 'lenghth', 'impossible', 'hair', 'summer']"
0,"['papparatzi', 'video', 'ohh', 'spelling']"
0,"['fix', 'itune']"
0,"['france', 'right', 'horrible']"
0,[]
0,"['selling', 'comic_strip']"
0,['sleep']
0,[]
0,"['f**k', 'think', 'new', 'bose', 'headphone', 'broken']"
0,"['heeaddingg', 'work', 'dread']"
0,"['wait', 'good', 'weather', 'rubbish', 'weekend']"
0,"['wow', 'crap']"
0,"['confirm', 'twitpic.com', 'free', 'twitter', 'background', 'long', 'work', 'upload', 'twitter', 'quot;twitter', 'busy&quot', 'error']"
0,"['somebody', 'help', 'bored', '........', 'darn']"
0,"['little', 'work', 'web', 'site', 'hoped.lot', 'interruption', 'lay', 'plan', 'mouse', 'men.more', 'work']"
0,"['bread', 'okay', 'taste', 'banana', 'heading', 'work', 'soon', 'donot', 'want']"
0,"['argh', 'early', 'girl', 'aloud', 'freshly', 'squeeze', 'video']"
0,"['prayer', 'hope', 'feel', 'soon', 'little', 'plenty', 'rest', 'fluid']"
0,"['hope', 'okay', 'lt;3']"
0,"['know', 'miss', 'free', 'clothe', 'food', 'time']"
0,"['quit', 'follow', 'interesting']"
0,"['access', 'electronic', 'device', 'monday']"
0,"['bad', 'headache', 'squarespace']"
0,"['gutte', 'stavros', 'win', 'love', 'diversity']"
0,"['bad', 'allergy', 'today']"
0,"['tender', 'loving', 'care', 'destroy', 'life', 'sit', 'couch', 'watch']"
0,"['sing', 'singstar', 'abba', 'night', 'voice', 'today', 'hangover']"
0,"['right', '.got', 'impossible', 'task', 'tidy', 'room', '.boy', 'challenge']"
0,"['awake', 'mood', 'study']"
0,['sad']
0,"['ahhhh', 'totallysweet.biz', 'going']"
0,"['rain', 'vacation']"
0,"['swineflu', 'jump', 'gt;1000', 'case', 'vic', 'singapore', 'warn', 'people', 'travel', 'swine']"
0,"['halloween', 'donot', 'dress', 'anymore', 'laugh', 'loud', 'year', 'vampire', 'celebrate']"
0,"['aww', 'gt;&lt', 'soon']"
0,"['hole', 'soft', 'mcuh', 'deliberate', 'change']"
0,"['day', 'leave', 'georgiaa', 'think']"
0,"['nope', 'laying', 'donot', 'know', 'got', 'bite', 'spider', 'day', 'ago', 'eyelid']"
0,"['dannielynn', 'addorable', 'grow', 'fast']"
0,"['data', 'donot', 'want', 'lose', 'data', 'boo', 'hoo']"
0,"['new', 'york', 'city', 'affordable']"
0,"['tierd', 'man', 'spell', 'right', 'puddy', 'cat', 'catch', 'bird']"
0,"['sorry', 'read', 'hope', 'feel', 'soon']"
0,"['bplf', 'robot', 'break', 'blow', 'fuse', 'fixing', 'kind', 'bummer', 'day', 'finger', 'cross']"
0,"['vhs', 'soooooomebody', 'steal']"
0,"['ahhh', 'going', 'lie', 'scream', 'lautner', 'shirt', 'hahaha', 'lt;3', 'dude', 'november', 'like', 'forever', 'away']"
0,"['think', 'sleep']"
0,"['find', 'charger', 'phone']"
0,"['wish', 'guy', 'outdoor', 'seat', 'try', 'floor', 'ticket', 'scalper', 'floor', 'ticket']"
0,['love']
0,"['miss', 'jailbait', 'young', 'especially', 'baby', 'tieirra', 'mannnn', 'instant', 'message', 'excited', 'dchs', 'lets', 'freshman', 'blue', 'devil', 'lets']"
0,"['yesterday', 'awesome', 'day', 'presentation', 'great', 'watch', 'feeling', 'today', 'going', 'exact', 'opposite']"
0,"['leave', 'chat', 'phone', 'donot', 'think', 'waaaaaaa']"
0,"['concept', 'work', 'living', 'foreign', 'right', 'way', 'work', 'time', 'half', 'week']"
0,"['definitely', 'didnot', 'want', 'leave', 'comfy', 'bed', 'comfy', 'boyfriend']"
0,"['cat', 'right', 'eye', 'look', 'horrible', 'home', 'evening', 'vet', 'eventually']"
0,"['hale', 'starting', 'rain', 'biking', 'today']"
0,"['....', 'email', 'shoutout', 'daughter', 'big', 'fan']"
0,"['everytime', 'guy', 'live', 'saynow', 'doesnot', 'work']"
0,"['laugh', 'loud', 'stop', 'rain', 'minute']"
0,"['week', 'bike']"
0,"['network', 'timeout']"
0,"['work', '.....']"
0,"['woo', 'hoo', 'believe', 'wait', 'year']"
0,"['eurgh', 'breakout', 'skin']"
0,"['cara', 'taking', 'home', 'feeling', 'feel', 'bad', 'heck', 'sicky', 'sickington', 'pa**e', 'germ', 'boo']"
0,"['watch', 'mtv', 'music', 'award']"
0,"['murrray', 'isnot', 'open', 'monday', 'tuesday']"
0,"['lafayette', 'eric']"
0,"['download', 'adobe', 'photoshop']"
0,"['clueless', 'page', 'find', 'tinyurl']"
0,"['fall', 'asleep']"
0,"['pretty', 'good', 'miss', 'guy']"
0,"['tired', 'sick', 'blaaaah', 'lame', 'want', 'healthy', 'way', 'day', 'school', 'hell']"
0,"['donot', 'want', 'leave']"
0,"['havenot', 'come']"
0,"['love', 'immature', 'little', 'arguements-', 'exciting', 'f**k', 'life']"
0,"['sad', 'come', 'love', 'having', 'conversation', 'throw', 'titter', 'laugh', 'loud']"
0,"['day', 'summer', 'suck', 'overcast', 'cold', 'isnot', 'summer']"
0,"['argh', 'argh', 'argh', 'production', 'meeting', 'note', 'taker', 'guy', 'spell', 'wrong']"
0,"['till', 'shatter']"
0,"['wait', 'day', 'iphone', 'update', 'happen', 'live', 'asia']"
0,"['good', 'apparently', 'movie']"
0,"['dandysmalls', 'need', 'stop', 'leave']"
0,"['pissed', 'hot', 'sauce']"
0,"['cancer', 'suck', 'rip', 'farrah']"
0,"['ossim', 'night', 'church', 'need', 'study', 'japanese']"
0,"['piratefest', 'weird', 'try', 'enjoy']"
0,"['god', 'memory', 'fish.i', 'check', 'friend', 'tweet', 'amp', 'link', 'direct', 'tweet', 'remember', 'sorry']"
0,"['thanks', 'hate', 'maths', 'completely', 'fail', 'exam', 'quot;/', 'bloody', 'nervous', 'welsh']"
0,"['miami', 'couple', 'hour', 'time', 'use', 'internet', 'phone']"
0,['yes']
0,"['joinin', 'mambo', 'contest', 'liao', 'dance', 'partner', 'work', 'commitment']"
0,"['thankkfully', 'rain', 'light', 'flu', 'break', 'tooth', 'strep', 'throat', 'amp', 'allergy']"
0,"['war', 'sigh', 'way', 'coast', 'salish', 'people', 'raid', 'amp', 'coast', 'alaska', 'puget', 'sound']"
0,"['iphone', 'time', 'trackle']"
0,"['plastic', 'aida', 'result', 'ouchie', 'finger']"
0,"['guess', 'hope', 'getting', 'iphone', 'update', 'awake']"
0,"['yes', 'yes', 'soonish', 'day', 'twilight', 'party', 'sooo', 'prepared']"
0,"['stomach', 'actually', 'rumble']"
0,"['laughing', 'loud', 'bad', 'actual', 'appointment', 'schedule', 'time']"
0,"['verlander', 'fantasy', 'team', 'expect']"
